policy_id,policy_name,summary,district,source,detail_url,정책 유형,주관 기관,정책 소개,지원 내용,사업운영기간,사업신청기간,지원규모,관련 사이트,연령,학력,전공요건,취업상태,특화분야 요건,추가단서 사항,참여제한 대상,신청절차,심사 및 발표,제출서류,신청 사이트,기타사항,운영기관,참고 사이트 Ⅰ,참고 사이트 Ⅱ
20250522005400210873,청년 몽땅 정보통 운영,ㅇ ‘AI가 추천해주는 300만 서울청년의 맞춤형 청년 플랫폼’,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210873&tabKind=001,참여.권리,청년정책담당관,ㅇ ‘AI가 추천해주는 300만 서울청년의 맞춤형 청년 플랫폼’,"ㅇ (사업 근거)
- 전자정부법 제56조의2(정보시스템 장애 예방ㆍ대응 등)
- 서울특별시 청년 기본 조례 제10조(청년의 참여 확대 등)
ㅇ (추진 경과)
- 서울청년포털 서비스 오픈 : 2019.4월
- 서울청년포털 1차 고도화 : 2020.1 ~ 12월
- 서울청년포털 2차 고도화 : 2021.1 ~ 12월
- 서울청년포털 ⇒ 청년몽땅정보통 확대오픈 : 2022.1 ~ 12월
- 청년 몽땅 정보통 재구축 : 2023.1 ~ 12월
ㅇ (사업 기간) ‘251.1월 ~ 12월
ㅇ (사업 대상) 전체(누구나)
- (연령 기준) 전체
- (소득 기준) 해당없음
ㅇ (사업 내용)
- 청년 몽땅 정보통 AI 맞춤형 서비스, 정책쇼핑, 선제적 청년정책 전달
ㅇ (사업비) 555백만원 (지방비)",,,0,,만 0세 ~ 만 0세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250522005400210872,서울광역청년센터 운영,"ㅇ 서울청년센터 안정적 운영지원, 청년수당 등 주요 시책사업 추진 및 청년 사회안전망 구축 등 서울시 청년정책 집행·전달의 종합 컨트롤타워 기능 수행",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210872&tabKind=001,참여.권리,청년사업담당관,"ㅇ 서울청년센터 안정적 운영지원, 청년수당 등 주요 시책사업 추진 및 청년 사회안전망 구축 등 서울시 청년정책 집행·전달의 종합 컨트롤타워 기능 수행","ㅇ 추진 근거
- 청년기본법 제24조의2(청년시설의 설치·운영 등)
- 서울특별시 청년 기본 조례 제20조(청년지원기관의 설치·운영)
ㅇ 추진 경과
- 청년 일자리허브 사무 위·수탁 체결(‘12.12월) 및 개관(’13.4월)
- 청년기본조례 제정(’15.1월)에 따른 명칭 변경(청년일자리허브→청년허브)
- 청년활동지원센터(사무형) 위·수탁계약 체결(‘16.7월)
- 서울 청년공간 기능혁신 및 재구조화 추진계획 수립(’22.11월)
- 서울광역청년센터 민간위탁 추진계획(’23.6월)
- 민간위탁운영평가위원회 심의(‘23.7월)
- 서울광역청년센터 민간위탁 동의안 시의회 가결(’23.9월)
- 서울광역청년센터 민간위탁기관 선정(’23.12월)
▸ 수탁기관 : 사단법인 희망가치
▸ 위탁기간 : 2024. 1. 1. ~ 2026. 12. 31. (3년)
ㅇ (사업 기간) 2024. 1. 1. ~
ㅇ (사업 대상) 19~39세 서울 거주 청년(의무복무 제대군인은 최대 3년 연장 지원)
ㅇ (사업 내용) 서울광역청년센터 관리 및 운영 사무 위탁
ㅇ (사업비) 3,360백만원 (전액 시비)",,-,0,,만19세~만39세(의무복무 제대군인은 최대 3년 연장 지원),제한없음,제한없음,제한없음,제한없음,"* 의무복무 제대군인은 군 복무기간에 따라 최대 3년 연장 지원
- 1년 미만 복무 : 만 40세(1984년생)까지
- 1년 이상 ~2년 미만 복무 : 만 41세(1983년생)까지
- 2년 이상 복무 : 만 42세(1982년생)까지",,,,,,,,,
20250522005400210871,지역별 서울청년센터 설치 운영,ㅇ 생활권 기반의 정책전달체계를 확충하여 청년들의 사회적 자원에 대한 접근성 향상 및 종합적 정책지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210871&tabKind=001,참여.권리,청년사업담당관,ㅇ 생활권 기반의 정책전달체계를 확충하여 청년들의 사회적 자원에 대한 접근성 향상 및 종합적 정책지원,"ㅇ 추진근거
- 청년기본법 제24조의 2(청년시설의 설치·운영 등)
- 서울특별시 청년기본조례 제20조(청년지원기관의 설치·운영), 제21조(청년시설의 설치·운영)
ㅇ 추진경과
- 2020년 권역별 서울청년센터 운영 사업계획 수립(‘20.1.)
- 서울청년센터 금천‧관악(’20.1.), 강동(‘20.5.), 은평(’20.6.) 개소
- 서울청년센터 동대문(‘20.10.), 노원‧성동(’20.11.), 마포(‘20.12.) 개소
-  서울청년센터 광진(‘21.2.), 서초(’21.10.), 강북‧강서(‘22.4.) 개소
-  서울청년센터 영등포(‘23.2.), 도봉(’23.5.), 양천(‘23.5.) 개소
-  市 위탁 서울청년센터 자치구 이관(‘25.1)
-  서울청년센터 성북 (‘25.4) 개소
- ㅇ 사업기간 : ’20년~
□ 과제 추진체계
ㅇ 사업 대상
-  연령기준 : 만19세~만39세(의무복무 제대군인은 최대 3년 연장 지원)
ㅇ 사업 주체 : 서울시‧자치구
ㅇ 사업 시행방법 : 자치구 민간위탁 운영 (※ 강서구 직영)",,-,0,,만19세~만39세(의무복무 제대군인은 최대 3년 연장 지원),제한없음,제한없음,제한없음,제한없음,"* 서울시 거주이거나 활동하는 청년
* 의무복무 제대군인은 군 복무기간에 따라 최대 3년 연장 지원
- 1년 미만 복무 : 만 40세(1984년생)까지
- 1년 이상 ~2년 미만 복무 : 만 41세(1983년생)까지
- 2년 이상 복무 : 만 42세(1982년생)까지",,,,,,,,,
20250522005400210869,서울시 위원회 청년위촉 지정 및 관리,ㅇ 「서울특별시 청년 기본 조례」정비에 따른 서울시 위원회 청년위원 위촉 확대 추진(청년위원 10% 이상 위촉)을 통해 청년의 시정 참여 강화,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210869&tabKind=001,참여.권리,청년정책담당관,ㅇ 「서울특별시 청년 기본 조례」정비에 따른 서울시 위원회 청년위원 위촉 확대 추진(청년위원 10% 이상 위촉)을 통해 청년의 시정 참여 강화,"ㅇ 추진 근거
-「서울특별시 각종 위원회의 설치·운영에 관한 조례」제8조(위원회의 구성)
-「청년기본법」제15조(정책결정과정에 청년의 참여 확대)
-「청년기본법 시행령」제20조(청년 위촉 대상 위원회의 범위 등)
-「서울특별시 청년 기본 조례」제10조(청년의 참여 확대 등)
ㅇ 추진 경과
- 청년친화위원회 지정 및 관리 (’21.1.~’23.12.)
- 서울미래인재DB 사업 종료 및 후속 조치 시행 (’24.4.~7.)
-「서울특별시 청년 기본 조례」개정 (’24.5.)
- 서울시 위원회 청년 의무위촉 지정 및 관리 (’24.5.~)
ㅇ 사업 기간 : 2025. 1.~12.
ㅇ 사업 대상 : 서울 거주 또는 서울에서 활동하는 청년
- 연령 기준 : 19~39세
- 소득 기준 : 소득 무관
ㅇ 사업 내용
- 위촉 곤란 위원회*를 제외한 모든 위원회에 청년을 10% 이상 위촉하도록 관리․감독을 통해 청년 위촉 확대
* 청년의 참여가 어려운 위원회는 「청년기본법 시행령」제20조제1항 및 「서울특별시 청년 기본 조례」제10조제2항에 의거하여 청년정책조정위원회의 심의를 통해 지정함
ㅇ 추진 체계
- (사업 주체) : 서울시 직접사업",,,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250522005400210865,기후동행카드(청년할인 서비스),ㅇ 청년의 사회진출 지원 및 생활안정을 목적으로 청년할인 대상(만 19~39세)에게 기후동행카드 정기권의 할인 제공,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210865&tabKind=001,복지.문화,교통기획관,ㅇ 청년의 사회진출 지원 및 생활안정을 목적으로 청년할인 대상(만 19~39세)에게 기후동행카드 정기권의 할인 제공,"ㅇ 사업 근거
- 「청년기본법」 제4조(국가와 지방자치단체의 책무) 1항
- 「서울특별시 청년 기본 조례」 제15조(청년의 생활안정) 3항
ㅇ 추진 경과
- 기후동행카드 기자설명회                          : ’23.9.11
- 기후동행카드 시범사업 서비스 개시                : ’24.1.27
- 기후동행카드 청년할인 혜택 적용                  : ’24.2.26
- 본사업 개시(청년할인 적용 및 사후환급 추진)       : ’24.7.1
ㅇ 사업 기간 : ’24.7.1. 이후~ 계속
ㅇ 사업 대상 : 만 19~39세에 해당하는 청년
- ’24년 기준 ’85.1.1부터 ’05.12.31에 해당하는 모든 청년 대상
- 단, 티머니 홈페이지 가입을 통해 본인 연령 인증 필수
ㅇ 사업 내용
- 청년할인 연령 대상에게 기후동행카드 정기권 7천원 할인 혜택
ㅇ ’25년 사업비 : 10,500 백만원 (지방비 100%)",,,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250519005400210859,서울시 고립·은둔청년 지원사업,"ㅇ 청년정책 사각지대에 놓인 고립·은둔청년에 대한 발굴과 맞춤 지원을 통해 청년의 사회성, 대인관계 능력 향상지원 및 사회진입 촉진",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210859&tabKind=001,복지.문화,청년사업담당관,"ㅇ 청년정책 사각지대에 놓인 고립·은둔청년에 대한 발굴과 맞춤 지원을 통해 청년의 사회성, 대인관계 능력 향상지원 및 사회진입 촉진","ㅇ (사업 근거)
- 청년기본법 제21조(청년 복지증진)
- 서울특별시 청년기본조례 제12조(청년의 고용확대 등), 제15조(청년의 생활안정), 제18조(청년의 건강증진)
- 서울특별시 사회적 고립청년 지원에 관한 조례
ㅇ (추진 경과)
- 2019년 : 고립청년 밀착지원 사업(시범사업) 추진
- 2020년~ : 서울시 고립청년 사회적 자립 지원사업
- 2021년 : 서울시 사회적 고립청년 지원에 관한 조례 제정
- 2022년 : 서울시 고립·은둔청년 실태조사 실시
- 2023년 : 서울시 고립·은둔청년 종합지원 계획 수립
- 2024년 : 고립‧은둔청년 전담기관 ’서울청년기지개센터‘ 개관
ㅇ (사업 기간) ‘20년~
ㅇ (사업 대상) 서울시 거주 19~39세 고립·은둔 청년
- (연령 기준) 19~39세
- (소득 기준) 없음
ㅇ (사업 내용) 고립·은둔청년과 가족에 대한 종합적·체계적 맞춤지원
- (원스톱 지원) 발굴→진단→지원→사회진입→사후관리까지 통합 지원·관리
- (주변인 지원) 부모 등 주변인 대상 실전형 교육, 상담 및 자조모임 지원
- (생태계 조성) 민·관 다양한 자원 발굴, 연계로 자기주도 회복 지원
ㅇ (사업비) 4,329백만원 (지방비 4,329백만원)",,-,0,,만19세~만39세(의무복무 제대군인은 최대 3년 연장 지원),제한없음,제한없음,제한없음,제한없음,"의무복무 제대군인은 군 복무기간에 따라 최대 3년 연장 지원
- 1년 미만 복무 : 만 40세(1984년생)까지
- 1년 이상 ~2년 미만 복무 : 만 41세(1983년생)까지
- 2년 이상 복무 : 만 42세(1982년생)까지",,,,,,,,,
20250519005400210856,자립준비청년 자립수당 지원,ㅇ 자립준비청년에게 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 복지향상을 통해 안정적인 사회 정착 및 성공적 자립 기여,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210856&tabKind=001,복지.문화,아동담당관,ㅇ 자립준비청년에게 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 복지향상을 통해 안정적인 사회 정착 및 성공적 자립 기여,"ㅇ (사업 근거)
- 아동복지법 제38조제1항제1의2(자립에 필요한 자립정착금 및 자립수당 지급)
ㅇ (추진 경과)
- 2019. 4. 보건복지부 시범사업 실시
- 2021. 7. 지원대상, 지원기간 확대(’17.5월 이후 자립준비청년, 3년 → 18.8월 이후 자립준비청년, 5년)※ 보건복지부 자립준비청년 지원강화 방안(‘21.7.13)
- 2022. 8. 자립수당 월 30만원 → 월 35만원 증액
- 2023. 1. 자립수당 월 35만원 → 월 40만원 증액
- 2024. 1. 자립수당 월 40만원 → 월 50만원 증액
ㅇ (사업 기간) ‘19년~
ㅇ (사업 대상)
- (연령 기준) 보호종료 5년 이내 자립준비청년
· 만 18세 이후 만기 또는 연장 보호종료된 자(단, ’18.8월 이후 보호종료된 자)
· 만 15세 이후 보호조치가 조기 종료된 자로서 만 18세가 된 자
- (기타 조건)
· 보호종료일을 기준으로, 과거 2년 이상 연속하여 보호를 받은 자
ㅇ (사업 내용)
- 방문·우편·온라인 신청 시, 자치구에서 지급결정하여 매월 50만원 지급(최대 60개월)
ㅇ (사업비)  8,464백만원 (국비 4,232백만원, 지방비 4,232백만원)",,,0,,만 15세 ~ 만 23세,제한없음,제한없음,제한없음,기타,,,,,,,,,,
20250519005400210855,서울 청년 마음건강 지원사업,우울·불안 등 정서적 어려움을 겪는 청년의 마음건강 회복,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210855&tabKind=001,복지.문화,청년사업담당관,우울·불안 등 정서적 어려움을 겪는 청년의 마음건강 회복,"ㅇ (사업 내용) 2단계 선별검사로 과학적 진단을 통한 맞춤형 상담 지원
－ (마음진단) 사전심리검사 및 상담을 통한 마음상태 유형 분류
－ (심층상담) 유형군별 1:1 맞춤 상담 지원(기본 6회, 최대 10회)
－ (사후관리) 심리지원 및 성장지원 프로그램 제공(특강, 멘토링, 힐링체험 등)",,"- (1차) ’25. 1. 20. ~ ’25. 1. 23.
- (2차) ’25. 4. 14. ~ ’25. 4. 17.
- (3차) ’25. 6. 23. ~ ’25. 6. 26.
- (4차) ’25. 9. 4. ~ ’25. 9. 11.","10,000명 이상",,만 19세 ~ 만 39세1. (의무복무 제대군인은 최대 3년 연장 지원),제한없음,제한없음,제한없음,기타,"만 19세~39세 서울 거주 청년 중 심리지원이 필요한 청년(1985년생~2006년생)
(*의무복무 제대군인의 경우, 군 복무기간에 따라 최대 3년 연장 지원)
의무복무제대군인
- 1년 미만 복무 : 만 40세(1984년생)까지
- 1년 이상 ~2년 미만 복무 : 만 41세(1983년생)까지
- 2년 이상 복무 : 만 42세(1982년생)까지",,"청년몽땅정보통 온라인 신청(분기별 4회 모집)
※ 1월, 4월, 6월, 9월 모집 예정으로, 서울시 홈페이지 및 청년몽땅정보통 모집 공고문 게시
※ 연도 내 중복참여 불가",,,,"ㅇ 상담 관련 문의
－ 서울광역청년센터 평일 오전 9시 ~ 오후 5시(점심시간 오후 12 ~ 1시, 주말, 공휴일 미운영)
☎ 02-6358-0642, 0643, 0644, 0645, 0646",,https://youth.seoul.go.kr/youthConts.do?key=2310100076&sc_pbancSeCd=009&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200008&sc_qnaCtgryCd=&sc_faqCtgryCd=010&sc_hwStngSn=2501030001&sc_hwCtgrySn=0,
20250519005400210852,희망두배 청년통장,"학자금 대출, 주거비, 비정규직 취업 등으로 어려움을 겪고 있는 청년의 자립지원을 통하여 저소득 근로청년의 자립의욕 고취",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210852&tabKind=001,복지.문화,서울시,"학자금 대출, 주거비, 비정규직 취업 등으로 어려움을 겪고 있는 청년의 자립지원을 통하여 저소득 근로청년의 자립의욕 고취","□ 본인저축액 : 월 15만원
□ 매칭지원액 : 본인저축액과 동일한 금액 매월 적립
□ 약정기간 : 24개월(2년) 또는 36개월(3년) 중 선택
□ 적립금 총액
ㅇ [15만원·2년] 총 720만원
ㅇ [15만원·3년] 총 1,080만원
□ 저축방법 : 매월 자동이체",,20250609 ~ 20250620,10000,,만 18세 ~ 만 34세,제한없음,제한없음,재직자,기타,,,"□ 신청기간 : 2025. 6. 9.(월) ~ 6. 20.(금) 18:00 ※ 신청기간 외 접수 불가
□ 신청방법 : 온라인 신청(PC만 신청 가능)",,,https://account.welfare.seoul.kr,"ㅇ (사업 근거)
- 「서울특별시 주민생활안정 지원에 관한 조례」제4ㆍ5조 및 시행규칙 제2ㆍ3조
- 희망두배 청년통장 저소득 근로청년 자립지원 계획(행정1부시장방침 제56호, ’15.6.6)
ㅇ (추진 경과)
- 희망두배 청년통장 신규 출시(’15년 1,000명)
- 희망두배 청년통장 선발 확대
(’18년 2,000명, ’19~’20년 각 3,000명, ’21~’22 7,000명, ’23~’24 10,000명)
ㅇ (사업 기간)
- ’25. 1월 ~ ’25. 12월
ㅇ (사업비) 46,307백만원 (시비 45,307, 민간재원 1,000)",,https://youth.seoul.go.kr/content.do?key=2310100069,
20250519005400210851,서울 영테크,청년 금융교육 및 재무상담을 통한 경제적 자립 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210851&tabKind=001,복지.문화,청년사업담당관,청년 금융교육 및 재무상담을 통한 경제적 자립 지원,"무료 재무상담(대면, 비대면) 및 금융교육, 커뮤니티 운영
ㅇ (재무상담) 재무진단, 소득지출관리, 투자관리, 신용관리 등 맞춤형 재무설계 지원
- 상담범위 : 재무진단, 소득지출관리, 투자상담, 금융상품분석, 신용부채관리 등
- 상담방법 : (혼합상담) 대면상담과 화상, 전화 등 비대면상담을 혼합하여 진행 / (비대면상담) 화상, 전화, 이메일 등 비대면으로만 상담 진행
- 상담종류 : (신규상담) 영테크 상담을 처음 받는 청년 (최대 3회 상담) / (연차상담) 영테크 상담을 이미 받은 청년 (최대 2회 상담)
※위 사항은 협의에 의해 변경 될 수 있음
ㅇ (금융교육) 경제상식, 금융투자, 부동산, 신용관리 등 분야별 강의 진행
ㅇ (사업홍보) 영테크 홍보단 운영, 온라인 커뮤니티 및 사회관계망 서비스 등 활용
ㅇ 문의처 : 02-1644-7747",,20250301 ~ 20251130,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,"ㅇ 재무상담 : 신청일자 기준으로 서울시에 주소지가 등록되어 있는 만 19~39세 청년
* 영테크 홈페이지에서 별도의 제출서류 없이 신청 가능합니다.
ㅇ 금융교육 : 서울시에서 생활하는 청년(만19~39세)
* 금융교육 강좌별로 영테크 홈페이지 영테크 클래스 페이지에서 선착순으로 신청 가능합니다.",,,,정보제공 동의(주민등록등본 정보 제공 : 서울시 거주 여부) 하신 경우 별도의 신청 서류는 없음,https://youth.seoul.go.kr/youngtech/main,"ㅇ 사업 근거
- 청년기본법 제22조(청년 금융생활 지원)
- 서울시 청년 기본 조례 제14조(청년의 금융 생활 지원 등)
ㅇ 추진 경과
- 서울시장 공약사항 발표 : ’21. 4. 7(국회 기자회견, ’21. 2월)
- 추진 방향 및 세부 운영 방안 위한 자문회의(5회) : ’21. 8~10월
- 서울 영테크(청년 재테크 컨설팅 플랫폼) 추진계획 수립(’21. 8월)
- 서울 영테크 사업 개시 : 비대면 상담(’21. 11월), 대면 상담(’22. 2월)
- 서울 영테크 재무정보 시스템 운영 개시(’24. 4월~)
- 서울 영테크 2.0 추진계획 수립(’24. 10월)
ㅇ 사업 기간 : ’21. 11. ~ (계속)
ㅇ (사업비) 2,950백만원 (지방비 2,950)",,,
20250515005400210822,서울시 청년해외봉사단,청년들의 국제개발협력사업 참여기회 확대 및 봉사활동을 통한 글로벌 역량 강화 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250515005400210822&tabKind=001,참여.권리,서울특별시,청년들의 국제개발협력사업 참여기회 확대 및 봉사활동을 통한 글로벌 역량 강화 지원,"□ 국내교육 및 발대식 + 해외봉사(1개월) + 커뮤니티, 진로연계 등 후속지원프로그램(선택)
□ 왕복항공권, 생활비, 숙소, 예방접종, 해외여행자보험 및 긴급이후송서비스(SOS) 등
□ 프로그램 종료 시, 100시간(봉사활동) 인증 예정
* 자기부담금없음
□ 파견지역 : 라오스, 우즈베키스탄
□ 파견기간 : 해외 현지 파견 약 1개월
※ 25년 7월 중 출국 / 25.7.15.~25.8.12.예정
□ 주요활동 : 지역환경개선 및 취약계층 지원을 위한 노력봉사 활동 중점 수행",상시,20250501 ~ 20250520,130,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,"만 19세 이상 39세 이하의 서울시 거주 청년이라면 누구나 지원 가능
(모집공고일 기준 1985.5.2. ~ 2006.5.1. 사이의 출생자 / 사회배려청년 및 시정기여자 우대)
※ 의무복무 제대군인은 최대 3년까지 지원연령 확대(자세한 사항은 신청 화면 FAQ 참고)
①봉사 정신이 투철한 대한민국 국적의 만 19세 이상 39세 이하의 서울 거주 청년
②해외봉사활동을 수행하는 데 적합한 심신이 건강한 자
③ 국가공무원법 제 33조(결격사유)에 해당하지 아니한 자
④해외여행 결격 사유가 없는자[붙임2]
⑤협력국이 요청하는 자격 기준에 해당하는 자
⑥법령에 의한 여권 발급 거부 또는 제한 대상이 아닌 자(여권법 제 12조)
- 개인 일반 여권으로 파견 예정이며, 국내교육 대상자에 한해 상세 안내 예정
⑦남자의 경우, 군 복무를 필했거나 면제된 자
단, 군 미필자의 경우 병무청장이 허가하는 국외여행허가서 발급 가능자(서약서 제출)",,서울시 청년몽땅정보통 온라인 신청,"□ 1차 전형
- 접수 : 2025. 5. 1. (목) ~ 5. 20.(화)
- 서류심사 : 2025. 5. 21.(수) ~ 5. 28.(수)
- 서류전형 합격 발표(2배수 내외) : 2025. 5. 29.(목)
□ 2차 전형
- 적합도검사 : 2025. 5. 30. (금) ~ 6. 1.(일)
- 2차 면접심사 : 2025. 6. 7.(토)
- 면접전형 합격 발표(1.5배수 내외) : 2025. 6. 13.(금)
□ 3차 전형
- 신체검사 : 2025. 6. 14. (토) ~ 6. 17.(화)
- 신체검사 재검사 : 2025. 6. 21. (토) ~ 6. 24.(화)
- 최종합격자(국내 교육 대상자) 발표 : 2025. 6. 30.(월)
□ 국내교육(교육 100% 수료 후 최종 파견 확정) : 2025. 7. 4.(금) ~ 7. 10.(목)
□ 현지출국 : 2025. 7. 15.(화)
※ 상기 일정은 파견기관 및 협력국의 사정에 따라 변경될 수 있으며, 변경 시에는 별도 공지
※ 전형별 합격자 발표는 청년몽땅정보통마이페이지, 공지사항)과 개별 문자로 안내",,https://youth.seoul.go.kr/youthConts.do?key=2311120001&sc_detailAt=&pageIndex=1&orderBy=regYmd+desc&tabKind=200&sc_pbancSe=&sc_pbancSeCd=020&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200014&sc_pstSn=0&sc_userId=&sc_ntcPstYn=&sc_delYn=&sc_ctgry=&useYn=&sc_faqCtgryCd=001&sc_qnaCtgryCd=001&sc_plcyQnaSn=0&pstSn=&recordCountPerPage=10&nm=&mblTelno=,"□ 문의처
○ 청년몽땅정보통 내 '서울시 청년해외봉사단' 사업 Q&A 게시판
○ 수행기간(사단법인 코익스) 사무실 문의
☏ 031-757-5121, 메일 : seoulyouth@koics.org
※ 문의시간 : 평일 10:00 ~ 17:00 / 점심시간(12~13시) 및 공휴일 휴무",,https://news.seoul.go.kr/gov/archives/567007?listPage=1,
20250522005400210874,대학생 동아리 사회기여활동 지원,ㅇ 사회적 관계 회복을 위한 자발적인 연대와 협력 경험을 할 수 있도록 대학생 동아리 지원을 통해 사회 구성원으로의 성장 도움과 기회 제공,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210874&tabKind=001,참여.권리,청년정책담당관,ㅇ 사회적 관계 회복을 위한 자발적인 연대와 협력 경험을 할 수 있도록 대학생 동아리 지원을 통해 사회 구성원으로의 성장 도움과 기회 제공,"ㅇ (사업 근거)
- 「서울시 청년 기본 조례」 제10조 제7항
- 「서울시 청년 기본 조례」 제23조
ㅇ (추진 경과)
- 청년정책 자문그룹 신규 정책 제안 : ’24. 8.
- 동아리 사회기여활동 지원사업 추진 관련 검토: ’24. 8. ~ 9.
※ 동아리 지원사업 지원 대상 범위, 금액, 방법, 추진체계 등
ㅇ (사업 기간) 2025. 1.~12.
ㅇ (사업 대상) 서울 소재 대학교 소속 동아리(최대 200개)
ㅇ (사업 내용)
- 서울 소재 53개 대학별 자체 심사를 거친 동아리를 대학 입학정원 규모에 따라 10~20개 이내 추천, 선정된 대학에 보조금 지급
ㅇ (사업비) 530백만원 (시비 100%)",,20250301 ~ 20250331,0,,만 0세 ~ 만 0세,대학 재학,제한없음,제한없음,기타,서울 소재 대학교 소속 동아리(최대 200개),,,,,,,,,
20250522005400210870,서울시 청년해외봉사단 사업,"ㅇ 청년에게 해외 봉사 경험을 제공하여 자존감 및 국제 감각 함양
 ㅇ 개발도상국 주민들의 삶의 질 향상 및 서울시와의 우호협력 관계 증진
 ㅇ 참여자의 경험이 한국사회로 환류되어 사회적기여 생태계를 조성하는 발판 마련",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210870&tabKind=001,참여.권리,청년정책담당관,"ㅇ 청년에게 해외 봉사 경험을 제공하여 자존감 및 국제 감각 함양
ㅇ 개발도상국 주민들의 삶의 질 향상 및 서울시와의 우호협력 관계 증진
ㅇ 참여자의 경험이 한국사회로 환류되어 사회적기여 생태계를 조성하는 발판 마련","□ 사업 내용 : 청년들을 개발도상국 현지에 파견하여 봉사활동 수행
ㅇ 국내 사전 교육을 마친 후 파견국의 현지 수요에 맞도록 팀 배치
ㅇ 귀국 단원 대상으로 취업 및 교육 프로그램 지원 통한 진로 모색 연계
□ 파견지역 : 라오스, 우주베키스탄 (파견기간 1개월)
□ 지원내용 : 해외 체재비(주거비, 생활비), 항공료, 의료 지원 서비스 등",,20250501 ~ 20250520,130,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,한부모가정,"□ 사업 대상 : 서울시 거주 만19세~39세 청년
ㅇ 연령 기준 : 만19세~39세
- 모집공고일 기준 1985.5.2. ~ 2006.5.1. 사이의 출생자
※ 의무복무 제대군인은 최대 3년까지 지원연령 확대(자세한 사항은 FAQ 참고)
ㅇ 소득 기준 : 무관
ㅇ 우대 사항 : 서울시정기여자, 사회배려층(취약청년) 가산점 부여",,,,,https://youth.seoul.go.kr/youthConts.do?key=2311120001&sc_pbancSeCd=020&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200014&sc_qnaCtgryCd=001&sc_faqCtgryCd=001,"ㅇ (사업 근거)
- 국제개발협력기본법 제5조 (국가 등의 책무)
- 청년기본법 제24조 (청년 국제협력 지원)
- 서울특별시 국제교류협력 증진에 관한 조례 제 4조 (시의 책무)
- 서울특별시 청년기본조례 제19조 (청년의 국제협력)
ㅇ (추진 경과)
- 사업 추진계획 수립 및 예산확보 완료(일반회계 편성) : ʼ23. 12.
- 사업 운영 전문기관 선정 ※운영용역(ʼ24. 4.)
- 파견국(기관) 수요조사 및 선정 완료 : ʼ24. 4.
- 봉사단원 모집 홍보 및 접수 : ʼ24. 5.
- 봉사단원 선발 : ʼ24. 6. 18.
- 사전 국내 교육 실시 : ʼ24. 6.~7.
- 봉사단원 현지 파견 및 1개월간 봉사활동 진행 : ʼ24. 7. ~ 8.
- 귀국 : ʼ24. 8.6.
- 후속 조치 : ʼ24. 8.5. ~10. 7.
- 성과공유회 및 해단식을 통한 공식 활동 마무리 : ʼ24. 8.26.
ㅇ (사업 기간) ‘23년 ~ (계속사업)
ㅇ (사업비) 1,080백만원 (지방비 1,080백만원)",,,
